time_signature, track_popularity, speechiness, danceability, playlist_name          , track_artist                                                                                                                                                                                                                                        , duration_ms, energy  , playlist_genre, playlist_subgenre, track_href                                              , track_name                                                                                        , mode, uri                                 , type          , track_album_release_date, analysis_url                                                    , id                    , instrumentalness, track_album_id        , playlist_id           , track_id              , valence, key , tempo  , loudness, acousticness, liveness, track_album_name                                                                       , popularity_category
           4.0,               60,      0.0366,       0.194 , Classical Essentials   , "Sergei Rachmaninoff, Valentina Lisitsa, London Symphony Orchestra, Michael Francis"                                                                                                                                                                ,    644273.0, 0.0545  , classical     , essential        , https://api.spotify.com/v1/tracks/4rrrn8OLrttq7r9RgNXalU, "Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto"                                    ,  1.0, spotify:track:4rrrn8OLrttq7r9RgNXalU, audio_features, 2012-01-01              , https://api.spotify.com/v1/audio-analysis/4rrrn8OLrttq7r9RgNXalU, 4rrrn8OLrttq7r9RgNXalU, 0.945           , 5lVqgXqdoIH3W1wUM2hzPx, 37i9dQZF1DWWEJlAGA9gs0, 4rrrn8OLrttq7r9RgNXalU,  0.0385,  4.0, 140.966, -24.877 , 0.983       ,   0.0551, Rachmaninov: Piano Concerto No.2                                                       , LOWEST POPULARITY
           3.0,               60,      0.0406,       0.279 , Classical Essentials   , "Franz Liszt, Lang Lang"                                                                                                                                                                                                                            ,    293147.0, 0.0292  , classical     , essential        , https://api.spotify.com/v1/tracks/2u9VGZmVz7Rm01SfDgzcfA, "Liebestraum No. 3 in A-Flat Major, S. 541 / 3"                                                   ,  1.0, spotify:track:2u9VGZmVz7Rm01SfDgzcfA, audio_features, 2011-07-25              , https://api.spotify.com/v1/audio-analysis/2u9VGZmVz7Rm01SfDgzcfA, 2u9VGZmVz7Rm01SfDgzcfA, 0.902           , 39Hh5k01di42nUCLn8Wxqu, 37i9dQZF1DWWEJlAGA9gs0, 2u9VGZmVz7Rm01SfDgzcfA,  0.0338,  8.0, 136.732, -26.804 , 0.987       ,   0.104 , Liszt - My Piano Hero                                                                  , LOWEST POPULARITY
           4.0,               58,      0.0419,       0.53  , Classical Essentials   , "Karl Jenkins, Carmine Lauri, David Alberman, London Symphony Orchestra"                                                                                                                                                                            ,    226880.0, 0.339   , classical     , essential        , https://api.spotify.com/v1/tracks/4FycxLfl7H5CQnqw9J6LXZ, Palladio: 1. Allegretto (arr. for Strings Orchestra)                                              ,  0.0, spotify:track:4FycxLfl7H5CQnqw9J6LXZ, audio_features, 2008                    , https://api.spotify.com/v1/audio-analysis/4FycxLfl7H5CQnqw9J6LXZ, 4FycxLfl7H5CQnqw9J6LXZ, 0.874           , 1EICPBWv4fDj3sy3vn6p0y, 37i9dQZF1DWWEJlAGA9gs0, 4FycxLfl7H5CQnqw9J6LXZ,  0.0719,  2.0,  90.041, -16.973 , 0.567       ,   0.102 , Quirk                                                                                  , LOWEST POPULARITY
           3.0,               68,      0.0432,       0.184 , Classical Essentials   , "Ludwig van Beethoven, Paul Lewis"                                                                                                                                                                                                                  ,    315427.0, 0.00527 , classical     , essential        , https://api.spotify.com/v1/tracks/3DNRdudZ2SstnDCVKFdXxG, "Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto"               ,  0.0, spotify:track:3DNRdudZ2SstnDCVKFdXxG, audio_features, 2007-09-25              , https://api.spotify.com/v1/audio-analysis/3DNRdudZ2SstnDCVKFdXxG, 3DNRdudZ2SstnDCVKFdXxG, 0.887           , 4bNwPPpk01D8pVV9IFSBde, 37i9dQZF1DWWEJlAGA9gs0, 3DNRdudZ2SstnDCVKFdXxG,  0.151 ,  1.0, 170.612, -37.264 , 0.995       ,   0.173 , "Beethoven: Piano Sonatas, Vol.3"                                                      , LOWEST POPULARITY
           4.0,               65,      0.0509,       0.225 , Classical Essentials   , "Frédéric Chopin, Mikhail Pletnev"                                                                                                                                                                                                                  ,    259493.0, 0.0047  , classical     , essential        , https://api.spotify.com/v1/tracks/2MSgFefjK0T7Iwjvr3OKqV, "Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth."                                            ,  0.0, spotify:track:2MSgFefjK0T7Iwjvr3OKqV, audio_features, 2000-01-01              , https://api.spotify.com/v1/audio-analysis/2MSgFefjK0T7Iwjvr3OKqV, 2MSgFefjK0T7Iwjvr3OKqV, 0.881           , 3hW1TEeZRJ01XycQFABjj9, 37i9dQZF1DWWEJlAGA9gs0, 2MSgFefjK0T7Iwjvr3OKqV,  0.186 ,  1.0, 163.665, -30.928 , 0.992       ,   0.0722, "Chopin: Piano Sonata No. 2, Nocturnes, Barcarolle & Scherzo"                          , LOWEST POPULARITY
           3.0,               62,      0.0418,       0.701 , Classical Essentials   , "Max Richter, Daniel Hope, Konzerthaus Kammerorchester Berlin, Andre de Ridder"                                                                                                                                                                     ,    151507.0, 0.341   , classical     , essential        , https://api.spotify.com/v1/tracks/5xbuJuQsTVheVZvX2AJVIv, Spring 1 - 2012                                                                                   ,  0.0, spotify:track:5xbuJuQsTVheVZvX2AJVIv, audio_features, 2014-01-01              , https://api.spotify.com/v1/audio-analysis/5xbuJuQsTVheVZvX2AJVIv, 5xbuJuQsTVheVZvX2AJVIv, 0.903           , 5yuG2LEkf7QA9ZGIXldCmy, 37i9dQZF1DWWEJlAGA9gs0, 5xbuJuQsTVheVZvX2AJVIv,  0.163 ,  1.0, 105.513, -12.26  , 0.499       ,   0.359 , "Recomposed By Max Richter: Vivaldi, The Four Seasons"                                 , LOWEST POPULARITY
           4.0,               61,      0.251 ,       0.872 , RapCaviar              , "Cordae, Lil Wayne"                                                                                                                                                                                                                                 ,    146055.0, 0.674   , hip-hop       , modern           , https://api.spotify.com/v1/tracks/3MsEJbnW0SYWNzQ6D1j5Xm, Back on the Road (feat. Lil Wayne)                                                                ,  0.0, spotify:track:3MsEJbnW0SYWNzQ6D1j5Xm, audio_features, 2024-11-15              , https://api.spotify.com/v1/audio-analysis/3MsEJbnW0SYWNzQ6D1j5Xm, 3MsEJbnW0SYWNzQ6D1j5Xm, 0.0             , 7oZOlyOhZSUn1zfojIzMHR, 37i9dQZF1DX0XUsuxWHRQd, 3MsEJbnW0SYWNzQ6D1j5Xm,  0.357 ,  2.0, 135.975, -5.831  , 0.17        ,   0.104 , The Crossroads                                                                         , LOWEST POPULARITY
           4.0,               68,      0.264 ,       0.652 , RapCaviar              , BabyChiefDoit                                                                                                                                                                                                                                       ,    150997.0, 0.831   , hip-hop       , modern           , https://api.spotify.com/v1/tracks/2JapCT0xikq6Fy1PQiJz1C, The Viper                                                                                         ,  0.0, spotify:track:2JapCT0xikq6Fy1PQiJz1C, audio_features, 2024-09-20              , https://api.spotify.com/v1/audio-analysis/2JapCT0xikq6Fy1PQiJz1C, 2JapCT0xikq6Fy1PQiJz1C, 0.0             , 3cQR7hyzZEbwAESuPEu8qR, 37i9dQZF1DX0XUsuxWHRQd, 2JapCT0xikq6Fy1PQiJz1C,  0.648 , 10.0, 139.905, -5.972  , 0.0111      ,   0.269 , The Viper                                                                              , LOWEST POPULARITY
           4.0,               68,      0.277 ,       0.848 , Gangster Rap           , "41, Kyle Richh, Jenn Carter, TaTa"                                                                                                                                                                                                                 ,    171198.0, 0.632   , hip-hop       , gangster         , https://api.spotify.com/v1/tracks/1haa8GXT0cl9wzRnpZG0YH, "Bent (with Kyle Richh, Jenn Carter & TaTa)"                                                      ,  1.0, spotify:track:1haa8GXT0cl9wzRnpZG0YH, audio_features, 2023-11-17              , https://api.spotify.com/v1/audio-analysis/1haa8GXT0cl9wzRnpZG0YH, 1haa8GXT0cl9wzRnpZG0YH, 0.0             , 1xfZEllNKEGORjebzxus4t, 6mODZNt8CYYEBrWAyS5vs4, 1haa8GXT0cl9wzRnpZG0YH,  0.253 ,  2.0, 123.987, -7.381  , 0.398       ,   0.282 , 41 World: Not The Album                                                                , LOWEST POPULARITY
           4.0,               66,      0.144 ,       0.825 , Gangster Rap           , Kodak Black                                                                                                                                                                                                                                         ,    200548.0, 0.414   , hip-hop       , gangster         , https://api.spotify.com/v1/tracks/1Y5Jvi3eLi4Chwqch9GMem, Super Gremlin                                                                                     ,  1.0, spotify:track:1Y5Jvi3eLi4Chwqch9GMem, audio_features, 2022-02-25              , https://api.spotify.com/v1/audio-analysis/1Y5Jvi3eLi4Chwqch9GMem, 1Y5Jvi3eLi4Chwqch9GMem, 0.0             , 7sX9VE0I4zbslanrLXR5aR, 6mODZNt8CYYEBrWAyS5vs4, 1Y5Jvi3eLi4Chwqch9GMem,  0.106 ,  2.0,  72.993, -6.634  , 0.00265     ,   0.357 , Back For Everything                                                                    , LOWEST POPULARITY
           4.0,               62,      0.222 ,       0.68  , Gangster Rap           , Pop Smoke                                                                                                                                                                                                                                           ,    118800.0, 0.607   , hip-hop       , gangster         , https://api.spotify.com/v1/tracks/2ZRdQMMKtmPLdYp9aP5cK5, Hawk Em                                                                                           ,  1.0, spotify:track:2ZRdQMMKtmPLdYp9aP5cK5, audio_features, 2019-07-26              , https://api.spotify.com/v1/audio-analysis/2ZRdQMMKtmPLdYp9aP5cK5, 2ZRdQMMKtmPLdYp9aP5cK5, 1.39e-05        , 6d1vGZsr6Uy3h9IigBpPAf, 6mODZNt8CYYEBrWAyS5vs4, 2ZRdQMMKtmPLdYp9aP5cK5,  0.506 ,  2.0, 141.992, -5.523  , 0.264       ,   0.354 , Meet The Woo                                                                           , LOWEST POPULARITY
           4.0,               64,      0.437 ,       0.89  , Gangster Rap           , SR                                                                                                                                                                                                                                                  ,    180000.0, 0.455   , hip-hop       , gangster         , https://api.spotify.com/v1/tracks/7kQUdVjev73xIuwu7W6YW9, Welcome To Brixton                                                                                ,  1.0, spotify:track:7kQUdVjev73xIuwu7W6YW9, audio_features, 2020-11-27              , https://api.spotify.com/v1/audio-analysis/7kQUdVjev73xIuwu7W6YW9, 7kQUdVjev73xIuwu7W6YW9, 0.0             , 2cJGDIj1sw0CRisyitZqdQ, 6mODZNt8CYYEBrWAyS5vs4, 7kQUdVjev73xIuwu7W6YW9,  0.897 ,  2.0, 138.988, -10.226 , 0.158       ,   0.153 , Welcome To Brixton                                                                     , LOWEST POPULARITY
           4.0,               67,      0.384 ,       0.759 , Gangster Rap           , "Pooh Shiesty, Lil Durk"                                                                                                                                                                                                                            ,    184490.0, 0.538   , hip-hop       , gangster         , https://api.spotify.com/v1/tracks/7FGdjbZ32vMybPuP0IuE7d, Back in Blood (feat. Lil Durk)                                                                    ,  0.0, spotify:track:7FGdjbZ32vMybPuP0IuE7d, audio_features, 2021-02-05              , https://api.spotify.com/v1/audio-analysis/7FGdjbZ32vMybPuP0IuE7d, 7FGdjbZ32vMybPuP0IuE7d, 0.0             , 2UwJ4Nt10VStLczYefhcEV, 6mODZNt8CYYEBrWAyS5vs4, 7FGdjbZ32vMybPuP0IuE7d,  0.831 ,  8.0, 146.933, -8.256  , 0.151       ,   0.126 , Shiesty Season                                                                         , LOWEST POPULARITY
           4.0,               68,      0.204 ,       0.88  , Trap                   , "Teto, Matuê"                                                                                                                                                                                                                                       ,    170000.0, 0.59    , hip-hop       , trap             , https://api.spotify.com/v1/tracks/07AQkmp456NpEnT8HR7WLy, M4                                                                                                ,  0.0, spotify:track:07AQkmp456NpEnT8HR7WLy, audio_features, 2021-01-20              , https://api.spotify.com/v1/audio-analysis/07AQkmp456NpEnT8HR7WLy, 07AQkmp456NpEnT8HR7WLy, 0.0             , 0yqUVjjoQFD1wtu4OJSNM3, 37i9dQZF1EIhshGKK0SEkb, 07AQkmp456NpEnT8HR7WLy,  0.723 ,  8.0, 119.97 , -4.709  , 0.08        ,   0.184 , M4                                                                                     , LOWEST POPULARITY
           4.0,               68,      0.169 ,       0.808 , Trap                   , "Arcángel, Bad Bunny"                                                                                                                                                                                                                               ,    263288.0, 0.586   , hip-hop       , trap             , https://api.spotify.com/v1/tracks/2FIm6YsSGL5acOqSuJDh5s, Me Acostumbre (feat. Bad Bunny)                                                                   ,  0.0, spotify:track:2FIm6YsSGL5acOqSuJDh5s, audio_features, 2017-04-11              , https://api.spotify.com/v1/audio-analysis/2FIm6YsSGL5acOqSuJDh5s, 2FIm6YsSGL5acOqSuJDh5s, 0.0             , 4yE7L5RhMkjX7KkweWjFYk, 37i9dQZF1EIhshGKK0SEkb, 2FIm6YsSGL5acOqSuJDh5s,  0.568 , 10.0, 124.041, -7.242  , 0.641       ,   0.14  , Me Acostumbre (feat. Bad Bunny)                                                        , LOWEST POPULARITY
           4.0,               65,      0.177 ,       0.872 , Trap                   , Rich The Kid                                                                                                                                                                                                                                        ,    175230.0, 0.519   , hip-hop       , trap             , https://api.spotify.com/v1/tracks/1ZAyjvIk9YiD76yYy0TEG6, Plug Walk                                                                                         ,  1.0, spotify:track:1ZAyjvIk9YiD76yYy0TEG6, audio_features, 2018-03-30              , https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6, 1ZAyjvIk9YiD76yYy0TEG6, 0.0             , 1Hno6CtKbaFNAEPjRHDrc6, 37i9dQZF1EIhshGKK0SEkb, 1ZAyjvIk9YiD76yYy0TEG6,  0.154 , 11.0,  95.006, -6.531  , 0.203       ,   0.108 , The World Is Yours                                                                     , LOWEST POPULARITY
           4.0,               65,      0.25  ,       0.798 , Trap                   , Young Dolph                                                                                                                                                                                                                                         ,    264819.0, 0.668   , hip-hop       , trap             , https://api.spotify.com/v1/tracks/3TXy6nchgKeYlVwOKNk9lE, 100 Shots                                                                                         ,  1.0, spotify:track:3TXy6nchgKeYlVwOKNk9lE, audio_features, 2017-04-01              , https://api.spotify.com/v1/audio-analysis/3TXy6nchgKeYlVwOKNk9lE, 3TXy6nchgKeYlVwOKNk9lE, 4.6e-06         , 55GbaLX8yU1Agf7wjhez7W, 37i9dQZF1EIhshGKK0SEkb, 3TXy6nchgKeYlVwOKNk9lE,  0.154 ,  8.0, 134.006, -5.244  , 0.135       ,   0.0583, Bulletproof                                                                            , LOWEST POPULARITY
           4.0,               63,      0.0612,       0.845 , Trap                   , "Doode, Teto, Matuê"                                                                                                                                                                                                                                ,    164571.0, 0.655   , hip-hop       , trap             , https://api.spotify.com/v1/tracks/3ua3rqwBNmeGeQfcKnA3bT, Groupies                                                                                          ,  0.0, spotify:track:3ua3rqwBNmeGeQfcKnA3bT, audio_features, 2021-09-28              , https://api.spotify.com/v1/audio-analysis/3ua3rqwBNmeGeQfcKnA3bT, 3ua3rqwBNmeGeQfcKnA3bT, 0.0             , 6GyknQiPJF4HKS85cxB5Wi, 37i9dQZF1EIhshGKK0SEkb, 3ua3rqwBNmeGeQfcKnA3bT,  0.516 ,  5.0, 139.955, -5.137  , 0.239       ,   0.0974, Groupies                                                                               , LOWEST POPULARITY
           4.0,               61,      0.093 ,       0.852 , Afro Hits              , "CKay, Olamide"                                                                                                                                                                                                                                     ,    170722.0, 0.566   , afrobeats     , nigerian         , https://api.spotify.com/v1/tracks/6ZBXya9ewPZa6zXDRfPhog, WAHALA (feat. Olamide)                                                                            ,  0.0, spotify:track:6ZBXya9ewPZa6zXDRfPhog, audio_features, 2024-04-19              , https://api.spotify.com/v1/audio-analysis/6ZBXya9ewPZa6zXDRfPhog, 6ZBXya9ewPZa6zXDRfPhog, 0.00951         , 59BxJKNg7wRYlJxAahb3YW, 37i9dQZF1DWX0o6sD1a6P5, 6ZBXya9ewPZa6zXDRfPhog,  0.54  ,  9.0,  96.937, -8.8    , 0.221       ,   0.0852, WAHALA (FEAT. OLAMIDE)                                                                 , LOWEST POPULARITY
           3.0,               68,      0.298 ,       0.567 , Afro Hits              , Youka                                                                                                                                                                                                                                               ,    131765.0, 0.637   , afrobeats     , nigerian         , https://api.spotify.com/v1/tracks/1FEh2VLXCzHr4DhMLufrs5, Hm Hm hm                                                                                          ,  0.0, spotify:track:1FEh2VLXCzHr4DhMLufrs5, audio_features, 2024-07-05              , https://api.spotify.com/v1/audio-analysis/1FEh2VLXCzHr4DhMLufrs5, 1FEh2VLXCzHr4DhMLufrs5, 0.0346          , 6oWVZRNxLYd8K32YuRAbzz, 37i9dQZF1DWX0o6sD1a6P5, 1FEh2VLXCzHr4DhMLufrs5,  0.882 ,  9.0, 171.264, -4.032  , 0.499       ,   0.235 , VENIN                                                                                  , LOWEST POPULARITY
           4.0,               58,      0.0592,       0.748 , Afro Hits              , Dr. Yaro                                                                                                                                                                                                                                            ,    149812.0, 0.732   , afrobeats     , nigerian         , https://api.spotify.com/v1/tracks/1lRtRYr979UcWFC0By63Er, Minimum ça                                                                                        ,  0.0, spotify:track:1lRtRYr979UcWFC0By63Er, audio_features, 2024-08-09              , https://api.spotify.com/v1/audio-analysis/1lRtRYr979UcWFC0By63Er, 1lRtRYr979UcWFC0By63Er, 0.0             , 2q5EahZjBppWAcWXG6nuha, 37i9dQZF1DWX0o6sD1a6P5, 1lRtRYr979UcWFC0By63Er,  0.967 ,  3.0, 115.019, -3.688  , 0.665       ,   0.0723, Minimum ça                                                                             , LOWEST POPULARITY
           4.0,               66,      0.0426,       0.813 , Afro Hits              , "TitoM, Yuppe, Burna Boy, S.N.E"                                                                                                                                                                                                                    ,    202560.0, 0.552   , afrobeats     , nigerian         , https://api.spotify.com/v1/tracks/6cyXHTix4NQ069gKJEYv41, Tshwala Bam (feat. S.N.E)                                                                         ,  0.0, spotify:track:6cyXHTix4NQ069gKJEYv41, audio_features, 2024-05-13              , https://api.spotify.com/v1/audio-analysis/6cyXHTix4NQ069gKJEYv41, 6cyXHTix4NQ069gKJEYv41, 0.00667         , 1ZyNY4zHrl8MMzZ5li2Pm2, 37i9dQZF1DWX0o6sD1a6P5, 6cyXHTix4NQ069gKJEYv41,  0.517 ,  4.0, 112.022, -12.066 , 0.0639      ,   0.0951, Tshwala Bam (feat. S.N.E)                                                              , LOWEST POPULARITY
           4.0,               67,      0.164 ,       0.718 , Afro Hits              , Rema                                                                                                                                                                                                                                                ,    148226.0, 0.897   , afrobeats     , nigerian         , https://api.spotify.com/v1/tracks/4K5lYtD8r6OFRbzWc6MwCS, AZAMAN                                                                                            ,  1.0, spotify:track:4K5lYtD8r6OFRbzWc6MwCS, audio_features, 2024-07-10              , https://api.spotify.com/v1/audio-analysis/4K5lYtD8r6OFRbzWc6MwCS, 4K5lYtD8r6OFRbzWc6MwCS, 0.0             , 2DDaN7Pgx9uDPd8IbWWW9H, 37i9dQZF1DWX0o6sD1a6P5, 4K5lYtD8r6OFRbzWc6MwCS,  0.912 ,  1.0, 123.138, -5.701  , 0.153       ,   0.881 , HEIS                                                                                   , LOWEST POPULARITY
